Značka,Model,První registrace,Cena,Najeto,Výkon,Palivo,Spotřeba,Převodovka
Volkswagen,ID.7,3/2024,1 256 760 Kč,20 000 km,210 kW,Elektro,,Automat
Mercedes-Benz,A 35 AMG,1/2024,1 254 760 Kč,23 910 km,225 kW,Benzín,,Automat
Mercedes-Benz,E 200,11/2023,1 254 260 Kč,48 998 km,150 kW,Benzín,7.1 l/100km,Automat
BMW,440,7/2021,1 248 260 Kč,74 025 km,275 kW,Benzín,7.4 l/100km,Automat
BMW,X3,1/2024,1 245 760 Kč,19 456 km,140 kW,Diesel,6 l/100km,Automat
Audi,RSQ3,6/2021,1 244 760 Kč,78 425 km,294 kW,Benzín,9.6 l/100km,Automat
Hyundai,IONIQ 5,9/2024,1 241 260 Kč,1 490 km,168 kW,Elektro,16 kWh/100km,Automat
MINI,Aceman SE,11/2024,1 240 260 Kč,4 001 km,160 kW,Elektro,,Automat
Volkswagen,T6 Transporter,1/2020,1 237 760 Kč,128 532 km,110 kW,Diesel,7.6 l/100km,Automat
Audi,Q5,4/2022,1 235 760 Kč,73 019 km,210 kW,Diesel,6.8 l/100km,Automat
Renault,Scenic,5/2024,1 235 260 Kč,8 985 km,160 kW,Elektro,,Automat
BMW,520,2/2024,1 233 260 Kč,8 200 km,135 kW,Benzín,6.3 l/100km,Automat
Cupra,Terramar,12/2024,1 230 260 Kč,0 km,110 kW,Benzín,6.6 l/100km,Automat
Cupra,Formentor,12/2024,1 230 260 Kč,1 500 km,245 kW,Benzín,7.7 l/100km,Automat
BMW,420 Gran Coupé,3/2024,1 229 760 Kč,27 478 km,140 kW,Diesel,4.9 l/100km,Automat
Mercedes-Benz,EQV,3/2023,1 224 760 Kč,11 150 km,150 kW,Elektro,28.1 kWh/100km,Automat
Volkswagen,Caddy,1/2024,1 224 260 Kč,50 km,90 kW,Diesel,4.6 l/100km,Automat
Mercedes-Benz,GLB 220,11/2023,1 222 260 Kč,22 620 km,140 kW,Diesel,5.8 l/100km,Automat
Mercedes-Benz,EQA,11/2023,1 219 260 Kč,8 700 km,168 kW,Elektro,16.7 kWh/100km,Automat
Audi,Q4 e-tron,11/2023,1 218 260 Kč,7 630 km,195 kW,Elektro,,Automat
Mercedes-Benz,C 300,5/2023,1 214 760 Kč,12 900 km,230 kW,Hybrid,,Automat
Volvo,XC60,1/2022,1 214 260 Kč,47 484 km,251 kW,Hybrid,,Automat
Land Rover,Range Rover Sport,3/2022,1 213 760 Kč,129 233 km,183 kW,Diesel,9.2 l/100km,Automat
Audi,A6,12/2022,1 209 260 Kč,74 500 km,220 kW,Hybrid,1.5 l/100km,Automat
Kia,Sorento,5/2024,1 209 260 Kč,4 500 km,169 kW,Hybrid,5.6 l/100km,Automat
Jaguar,I-Pace,4/2022,1 209 260 Kč,14 258 km,294 kW,Elektro,,Automat
BMW,340,2/2022,1 207 760 Kč,74 228 km,250 kW,Diesel,6 l/100km,Automat
Volkswagen,Arteon,10/2022,1 206 260 Kč,20 755 km,235 kW,Benzín,8.9 l/100km,Automat
Renault,Scenic,10/2024,1 206 260 Kč,8 000 km,160 kW,Elektro,17.6 kWh/100km,Automat
Cupra,Formentor,1/2025,1 205 260 Kč,50 km,245 kW,Benzín,8.3 l/100km,Automat
Smart,#1,6/2024,1 202 760 Kč,75 km,315 kW,Elektro,18.2 kWh/100km,Automat
Mercedes-Benz,GLC 300,2/2022,1 195 760 Kč,44 480 km,225 kW,Hybrid,,Automat
Subaru,Outback,10/2024,1 195 760 Kč,30 km,124 kW,Benzín,8.6 l/100km,Automat
Volkswagen,T6 Transporter,4/2024,1 195 260 Kč,1 500 km,110 kW,Diesel,6.8 l/100km,Manuál
BMW,Z4,3/2022,1 194 760 Kč,38 331 km,250 kW,Benzín,7.4 l/100km,Automat
BMW,330,9/2023,1 194 760 Kč,24 394 km,215 kW,Hybrid,,Automat
Land Rover,Range Rover Velar,1/2021,1 189 760 Kč,59 144 km,221 kW,Benzín,7.8 l/100km,Automat
Land Rover,Range Rover Evoque,9/2022,1 187 260 Kč,15 420 km,120 kW,Diesel,6.5 l/100km,Automat
Cupra,Terramar,1/2024,1 186 760 Kč,1 km,110 kW,Benzín,5.8 l/100km,Automat
BMW,420 Gran Coupé,6/2024,1 183 760 Kč,23 212 km,135 kW,Benzín,6.3 l/100km,Automat
Volvo,EX30,8/2024,1 183 260 Kč,2 760 km,319 kW,Elektro,,Automat
Ford,Mustang Mach-E,9/2023,1 182 760 Kč,17 990 km,258 kW,Elektro,18.8 kWh/100km,Automat
Mercedes-Benz,GLA 250,5/2023,1 182 260 Kč,15 650 km,165 kW,Benzín,7.2 l/100km,Automat
Mercedes-Benz,C 300,10/2023,1 180 260 Kč,19 716 km,190 kW,Benzín,,Automat
Mercedes-Benz,EQE,12/2023,1 179 760 Kč,34 362 km,180 kW,Elektro,,Automat
Kia,EV3,10/2024,1 179 760 Kč,4 km,150 kW,Elektro,16.2 kWh/100km,Automat
Mercedes-Benz,EQC,1/2021,1 178 760 Kč,14 125 km,300 kW,Elektro,,Automat
Cupra,Ateca,4/2024,1 177 760 Kč,1 km,221 kW,Benzín,9 l/100km,Automat
Audi,A4 Allroad,5/2023,1 177 760 Kč,15 365 km,150 kW,Diesel,4.8 l/100km,Automat
Volkswagen,Tiguan,10/2024,1 177 260 Kč,10 km,142 kW,Diesel,5.5 l/100km,Automat
Ford,Capri,12/2024,1 176 760 Kč,6 km,210 kW,Elektro,,Automat
Audi,TT,2/2024,1 174 760 Kč,5 700 km,180 kW,Benzín,6.3 l/100km,Automat
Cupra,Terramar,1/2024,1 174 260 Kč,5 km,110 kW,Benzín,5.8 l/100km,Automat
Audi,A4,5/2024,1 170 260 Kč,27 452 km,150 kW,Diesel,4.6 l/100km,Automat
Mercedes-Benz,GLE 350,1/2020,1 169 760 Kč,165 017 km,200 kW,Diesel,8.2 l/100km,Automat
Cupra,Terramar,12/2024,1 169 260 Kč,5 km,150 kW,Hybrid,18.3 l/100km,Automat
Škoda,Kodiaq,7/2024,1 165 760 Kč,20 300 km,142 kW,Diesel,5.9 l/100km,Automat
Mercedes-Benz,GLB 200,4/2024,1 164 260 Kč,13 107 km,120 kW,Benzín,6.5 l/100km,Automat
Subaru,Outback,10/2024,1 164 260 Kč,10 km,124 kW,Benzín,8.6 l/100km,Automat
Mercedes-Benz,CLA 250 Shooting Brake,3/2024,1 161 260 Kč,9 045 km,160 kW,Hybrid,,Automat
Mercedes-Benz,C 220,2/2024,1 159 760 Kč,13 060 km,145 kW,Diesel,,Automat
Mercedes-Benz,C 220,6/2024,1 156 760 Kč,11 000 km,145 kW,Diesel,,Automat
Volvo,XC60,7/2023,1 156 260 Kč,25 800 km,145 kW,Diesel,6.2 l/100km,Automat
Ford,Transit Custom,1/2025,1 156 260 Kč,11 km,110 kW,Diesel,6.6 l/100km,Manuál
Mercedes-Benz,Vito,2/2021,1 156 260 Kč,79 981 km,176 kW,Diesel,6.5 l/100km,Automat
Cupra,Ateca,9/2024,1 156 260 Kč,5 000 km,221 kW,Benzín,9 l/100km,Automat
Maserati,Levante,1/2020,1 155 760 Kč,79 000 km,257 kW,Benzín,11.6 l/100km,Automat
Volkswagen,Tiguan Allspace,3/2023,1 155 260 Kč,59 195 km,180 kW,Benzín,7.5 l/100km,Automat
Volkswagen,Touareg,11/2022,1 153 260 Kč,85 360 km,170 kW,Diesel,8.2 l/100km,Automat
Mercedes-Benz,CLA 250,1/2024,1 153 260 Kč,15 999 km,160 kW,Hybrid,,Automat
BMW,X3,1/2023,1 147 260 Kč,17 712 km,135 kW,Benzín,7.2 l/100km,Automat
Audi,A6,4/2023,1 143 260 Kč,26 768 km,150 kW,Diesel,4.9 l/100km,Automat
Volkswagen,Golf,12/2023,1 143 260 Kč,6 800 km,245 kW,Benzín,7.3 l/100km,Automat
Subaru,Forester,12/2024,1 143 260 Kč,100 km,100 kW,Benzín,8.1 l/100km,Automat
Mazda,CX-5,11/2024,1 143 260 Kč,10 km,135 kW,Diesel,6.6 l/100km,Automat
Audi,Q5,1/2022,1 143 260 Kč,23 400 km,150 kW,Diesel,5.4 l/100km,Automat
Volvo,EX40,1/2025,1 142 260 Kč,10 km,175 kW,Elektro,,Automat
BMW,530,3/2022,1 141 760 Kč,95 200 km,210 kW,Diesel,5.3 l/100km,Automat
Volvo,EX30,11/2024,1 140 760 Kč,1 500 km,200 kW,Elektro,17 kWh/100km,Automat
Subaru,Solterra,3/2024,1 136 760 Kč,15 000 km,160 kW,Elektro,,Automat
Volvo,XC40,9/2023,1 135 260 Kč,41 080 km,304 kW,Elektro,,Automat
Volvo,XC40,4/2024,1 134 260 Kč,15 750 km,188 kW,Elektro,,Automat
BMW,320,6/2024,1 133 260 Kč,14 009 km,150 kW,Hybrid,,Automat
Audi,A6,3/2023,1 130 260 Kč,27 290 km,150 kW,Diesel,4.9 l/100km,Automat
Kia,Sportage,2/2025,1 130 260 Kč,10 km,185 kW,Hybrid,16.9 l/100km,Automat
Mercedes-Benz,GLB 200,10/2023,1 130 260 Kč,19 900 km,120 kW,Benzín,7.1 l/100km,Automat
BMW,730,1/2020,1 129 760 Kč,143 000 km,195 kW,Diesel,6.5 l/100km,Automat
Volvo,XC40,5/2023,1 128 760 Kč,6 100 km,170 kW,Elektro,,Automat
Volkswagen,T-Roc,3/2025,1 127 260 Kč,4 900 km,110 kW,Benzín,6.4 l/100km,Automat
Volvo,XC90,2/2021,1 123 260 Kč,111 826 km,173 kW,Hybrid,6.8 l/100km,Automat
Volkswagen,Caddy,9/2024,1 121 760 Kč,8 km,85 kW,Benzín,5.8 l/100km,Automat
Audi,Q3,3/2023,1 116 760 Kč,18 124 km,180 kW,Hybrid,1.4 l/100km,Automat
Mercedes-Benz,EQA,5/2023,1 114 260 Kč,3 056 km,168 kW,Elektro,,Automat
BMW,340,2/2022,1 114 260 Kč,116 370 km,250 kW,Diesel,6 l/100km,Automat
Ford,Explorer,8/2024,1 113 260 Kč,120 km,210 kW,Elektro,,Automat
BMW,330,2/2022,1 110 260 Kč,30 947 km,190 kW,Benzín,6.7 l/100km,Automat
Kia,Sorento,8/2023,1 109 260 Kč,36 414 km,171 kW,Hybrid,5.6 l/100km,Automat
Mercedes-Benz,GLC 350,5/2019,1 106 760 Kč,40 000 km,190 kW,Diesel,7.3 l/100km,Automat
Mercedes-Benz,Vito,4/2024,1 103 760 Kč,15 607 km,120 kW,Diesel,7.3 l/100km,Automat
Audi,A4,4/2024,1 103 760 Kč,27 309 km,150 kW,Diesel,4.6 l/100km,Automat
Cupra,Leon,10/2024,1 103 760 Kč,0 km,110 kW,Diesel,6.2 l/100km,Automat
Audi,Q3,3/2024,1 103 260 Kč,9 698 km,180 kW,Hybrid,1.4 l/100km,Automat
Mercedes-Benz,GLA 180,5/2024,1 103 260 Kč,11 438 km,100 kW,Benzín,5.7 l/100km,Automat
Audi,A4 Allroad,8/2023,1 102 760 Kč,26 380 km,150 kW,Diesel,4.8 l/100km,Automat
Volkswagen,T-Roc,7/2024,1 102 760 Kč,15 470 km,221 kW,Benzín,8.6 l/100km,Automat
Alfa Romeo,Stelvio,10/2023,1 102 260 Kč,26 248 km,154 kW,Diesel,5.9 l/100km,Automat
BMW,320,5/2023,1 101 260 Kč,30 493 km,140 kW,Diesel,5 l/100km,Automat
Hyundai,IONIQ 6,8/2024,1 101 260 Kč,11 000 km,168 kW,Elektro,16 kWh/100km,Automat
Audi,A4,5/2024,1 100 760 Kč,21 955 km,150 kW,Diesel,4.6 l/100km,Automat
Mercedes-Benz,Vito,4/2023,1 100 760 Kč,52 609 km,120 kW,Diesel,7.3 l/100km,Automat
Mercedes-Benz,CLA 200 Shooting Brake,2/2024,1 100 760 Kč,4 000 km,110 kW,Diesel,5 l/100km,Automat
Audi,e-tron,1/2022,1 094 260 Kč,24 900 km,230 kW,Elektro,,Automat
Renault,Espace,10/2024,1 093 260 Kč,0 km,147 kW,Hybrid,4.7 l/100km,Automat
Volvo,C40,10/2023,1 090 260 Kč,40 190 km,188 kW,Elektro,,Automat
BMW,X1,1/2024,1 089 260 Kč,18 650 km,115 kW,Hybrid,,Automat
Mercedes-Benz,Vito,7/2023,1 089 260 Kč,41 764 km,120 kW,Diesel,6.9 l/100km,Automat
BMW,540,9/2021,1 087 760 Kč,91 305 km,250 kW,Benzín,7.8 l/100km,Automat
Audi,S4,1/2020,1 082 760 Kč,98 000 km,255 kW,Diesel,6.2 l/100km,Automat
Volkswagen,Touareg,1/2020,1 082 760 Kč,66 808 km,250 kW,Benzín,11 l/100km,Automat
Mercedes-Benz,GLC 220,10/2020,1 077 260 Kč,46 342 km,143 kW,Diesel,6.1 l/100km,Automat
Volvo,XC90,11/2020,1 077 260 Kč,74 900 km,288 kW,Hybrid,2.6 l/100km,Automat
BMW,X3,2/2022,1 077 260 Kč,44 002 km,135 kW,Benzín,7.3 l/100km,Automat
Mazda,6,3/2024,1 077 260 Kč,57 km,143 kW,Benzín,7.6 l/100km,Automat
Subaru,Forester,11/2024,1 077 260 Kč,20 km,110 kW,Benzín,8.1 l/100km,Automat
BMW,530,2/2022,1 076 760 Kč,115 381 km,210 kW,Diesel,5.7 l/100km,Automat
Audi,Q3,9/2022,1 076 260 Kč,21 248 km,147 kW,Diesel,5.4 l/100km,Automat
BMW,M235,7/2024,1 074 760 Kč,24 573 km,225 kW,Benzín,,Automat
Audi,Q5,3/2022,1 074 260 Kč,45 900 km,150 kW,Diesel,5.4 l/100km,Automat
Mercedes-Benz,C 300,8/2022,1 073 260 Kč,29 800 km,230 kW,Hybrid,,Automat
Audi,A4,4/2024,1 071 260 Kč,27 516 km,150 kW,Diesel,4.6 l/100km,Automat
Volvo,XC60,7/2022,1 070 760 Kč,23 923 km,293 kW,Hybrid,,Automat
BMW,520,6/2023,1 070 760 Kč,45 130 km,140 kW,Diesel,5 l/100km,Automat
Tesla,Model Y,1/2023,1 068 260 Kč,57 725 km,376 kW,Elektro,,Automat
Cupra,Leon,12/2024,1 066 760 Kč,0 km,150 kW,Hybrid,,Automat
Fiat,Scudo,7/2022,1 064 260 Kč,41 599 km,130 kW,Diesel,7.4 l/100km,Automat
Škoda,Enyaq,2/2024,1 056 260 Kč,24 346 km,150 kW,Elektro,,Automat
Audi,Q2,3/2025,1 055 260 Kč,10 km,110 kW,Benzín,6.1 l/100km,Automat
Volkswagen,ID.4,5/2023,1 055 260 Kč,29 250 km,220 kW,Elektro,,Automat
Volkswagen,Touran,3/2025,1 050 760 Kč,10 km,110 kW,Benzín,5.6 l/100km,Automat
Mercedes-Benz,GLB 200,6/2023,1 050 760 Kč,33 799 km,110 kW,Diesel,5.5 l/100km,Automat
Mazda,CX-5,9/2024,1 050 760 Kč,10 km,143 kW,Benzín,7.6 l/100km,Automat
Volkswagen,Touran,12/2024,1 050 760 Kč,0 km,110 kW,Benzín,6 l/100km,Manuál
Audi,A3,12/2024,1 050 260 Kč,0 km,110 kW,Benzín,5.6 l/100km,Automat
Audi,Q5,12/2022,1 049 760 Kč,58 836 km,150 kW,Diesel,5.4 l/100km,Automat
BMW,330,4/2024,1 049 260 Kč,10 600 km,180 kW,Benzín,6 l/100km,Automat
Audi,A4,6/2024,1 047 760 Kč,10 604 km,150 kW,Benzín,5.7 l/100km,Automat
Audi,A4,4/2024,1 047 760 Kč,28 732 km,150 kW,Diesel,4.6 l/100km,Automat
BMW,318,2/2024,1 047 260 Kč,13 040 km,115 kW,Benzín,6.3 l/100km,Automat
Volkswagen,Arteon,12/2023,1 045 760 Kč,21 062 km,147 kW,Diesel,5.8 l/100km,Automat
Mercedes-Benz,Vito,7/2023,1 045 760 Kč,66 920 km,120 kW,Diesel,7.3 l/100km,Automat
Audi,Q5,11/2021,1 044 760 Kč,64 200 km,150 kW,Diesel,5.4 l/100km,Automat
Audi,e-tron,12/2022,1 044 260 Kč,10 952 km,230 kW,Elektro,,Automat
BMW,318,3/2024,1 040 760 Kč,3 950 km,115 kW,Benzín,6.1 l/100km,Automat
BMW,218 Active Tourer,9/2024,1 040 260 Kč,1 000 km,100 kW,Benzín,6.3 l/100km,Automat
Audi,A4,4/2024,1 039 260 Kč,26 750 km,150 kW,Diesel,4.6 l/100km,Automat
Mercedes-Benz,CLA 200,9/2023,1 037 760 Kč,24 500 km,120 kW,Benzín,5.7 l/100km,Automat
Volkswagen,Touran,12/2024,1 037 760 Kč,15 km,110 kW,Diesel,5.6 l/100km,Automat
Volkswagen,Tiguan,2/2021,1 037 760 Kč,37 900 km,235 kW,Benzín,8.1 l/100km,Automat
Mercedes-Benz,CLA 250,3/2024,1 037 260 Kč,7 199 km,160 kW,Hybrid,,Automat
Audi,A4,2/2024,1 036 260 Kč,28 050 km,150 kW,Diesel,4.6 l/100km,Automat
Mercedes-Benz,GLC 300,2/2021,1 033 260 Kč,61 203 km,225 kW,Hybrid,,Automat
Volkswagen,T-Roc,7/2024,1 029 760 Kč,29 999 km,221 kW,Benzín,8.6 l/100km,Automat
Nissan,Primastar,11/2024,1 026 260 Kč,8 km,110 kW,Diesel,7 l/100km,Automat
Volvo,EX30,1/2024,1 024 760 Kč,1 783 km,315 kW,Elektro,,Automat
Mercedes-Benz,C 200,6/2024,1 024 260 Kč,14 709 km,120 kW,Diesel,,Automat
Mercedes-Benz,EQA,12/2023,1 024 260 Kč,13 864 km,168 kW,Elektro,,Automat
Volkswagen,Touareg,7/2021,1 024 260 Kč,174 000 km,170 kW,Diesel,7 l/100km,Automat
Hyundai,Tucson,2/2025,1 024 260 Kč,50 km,186 kW,Hybrid,5.6 l/100km,Automat
Mercedes-Benz,EQA,3/2024,1 023 260 Kč,22 467 km,139 kW,Elektro,,Automat
Volkswagen,T6 Transporter,7/2022,1 022 260 Kč,69 093 km,110 kW,Diesel,6.6 l/100km,Automat
Alfa Romeo,Tonale,10/2024,1 022 260 Kč,10 km,96 kW,Diesel,5.6 l/100km,Automat
Volvo,EX30,11/2024,1 021 260 Kč,8 234 km,315 kW,Elektro,,Automat
Toyota,RAV4,6/2023,1 018 260 Kč,40 000 km,225 kW,Hybrid,1.2 l/100km,Automat
Audi,A4,4/2024,1 018 260 Kč,30 500 km,150 kW,Diesel,4.5 l/100km,Automat
BMW,X3,2/2021,1 018 260 Kč,97 401 km,210 kW,Diesel,6.1 l/100km,Automat
Mercedes-Benz,CLA 200,10/2023,1 017 760 Kč,12 855 km,120 kW,Benzín,5.7 l/100km,Automat
Volkswagen,Arteon,3/2023,1 016 760 Kč,27 055 km,235 kW,Benzín,8.9 l/100km,Automat
Alfa Romeo,Tonale,8/2023,1 016 760 Kč,9 766 km,206 kW,Hybrid,,Automat
BMW,X3,1/2022,1 016 260 Kč,130 314 km,215 kW,Hybrid,,Automat
Audi,e-tron,7/2022,1 015 760 Kč,54 042 km,300 kW,Elektro,24.2 kWh/100km,Automat
Mercedes-Benz,Vito,3/2023,1 011 260 Kč,23 313 km,100 kW,Diesel,6.1 l/100km,Automat
Audi,A4,5/2024,1 011 260 Kč,20 000 km,150 kW,Diesel,4.5 l/100km,Automat
Škoda,Kodiaq,1/2025,1 010 760 Kč,0 km,110 kW,Benzín,6.1 l/100km,Automat
Audi,Q5,7/2021,1 010 260 Kč,52 847 km,150 kW,Diesel,5.4 l/100km,Automat
Volkswagen,Arteon,12/2023,1 009 260 Kč,23 788 km,160 kW,Hybrid,,Automat
BMW,320,2/2023,1 008 760 Kč,59 700 km,140 kW,Diesel,5.2 l/100km,Automat
Mercedes-Benz,Sprinter,1/2025,1 008 260 Kč,0 km,125 kW,Diesel,10.6 l/100km,Manuál
Volkswagen,ID.4,12/2023,1 007 260 Kč,13 387 km,150 kW,Elektro,,Automat
BMW,318,5/2024,1 005 760 Kč,25 200 km,110 kW,Diesel,4.9 l/100km,Automat
BMW,218 Active Tourer,3/2024,998 260 Kč,11 218 km,110 kW,Diesel,,Automat
Volkswagen,Touran,11/2024,998 260 Kč,10 km,110 kW,Benzín,5.6 l/100km,Automat
Volvo,XC60,3/2021,998 260 Kč,69 590 km,173 kW,Diesel,5.7 l/100km,Automat
Kia,Niro,8/2023,998 260 Kč,10 km,150 kW,Elektro,16.2 kWh/100km,Automat
Cupra,Ateca,2/2025,998 260 Kč,99 km,110 kW,Benzín,7.1 l/100km,Automat
Cupra,Terramar,2/2025,998 260 Kč,10 km,110 kW,Benzín,5.8 l/100km,Automat
BMW,530,12/2021,998 260 Kč,76 966 km,210 kW,Diesel,5.3 l/100km,Automat
Volkswagen,Golf,7/2022,998 260 Kč,1 000 km,147 kW,Diesel,4.4 l/100km,Automat
Subaru,Forester,10/2024,998 260 Kč,25 km,110 kW,Benzín,8.1 l/100km,Automat
Audi,Q5,4/2022,997 760 Kč,66 044 km,150 kW,Diesel,5.4 l/100km,Automat
Audi,A6,1/2022,997 260 Kč,116 762 km,180 kW,Diesel,5.8 l/100km,Automat
Audi,A3,6/2024,997 260 Kč,9 217 km,110 kW,Diesel,4.7 l/100km,Automat
Audi,Q3,1/2024,997 260 Kč,11 734 km,110 kW,Diesel,4.7 l/100km,Automat
Volkswagen,ID.4,5/2023,995 260 Kč,16 900 km,150 kW,Elektro,,Automat
BMW,X4,4/2021,995 260 Kč,158 000 km,210 kW,Diesel,6.1 l/100km,Automat
BMW,X1,1/2025,994 760 Kč,1 km,100 kW,Benzín,6.1 l/100km,Automat
Land Rover,Range Rover Velar,12/2019,992 760 Kč,68 400 km,221 kW,Benzín,7.9 l/100km,Automat
Volvo,XC60,9/2021,992 760 Kč,77 150 km,251 kW,Hybrid,,Automat
Toyota,bZ4X,4/2024,989 260 Kč,2 500 km,150 kW,Elektro,14.4 kWh/100km,Automat
Mercedes-Benz,A 200,4/2024,985 260 Kč,25 484 km,110 kW,Diesel,4 l/100km,Automat
Mercedes-Benz,C 220,9/2023,985 260 Kč,12 550 km,147 kW,Diesel,,Automat
Honda,ZR-V,12/2024,984 760 Kč,10 km,135 kW,Hybrid,5.7 l/100km,Automat
Mercedes-Benz,EQB,10/2023,983 760 Kč,5 800 km,140 kW,Elektro,,Automat
Mercedes-Benz,EQB,9/2023,981 760 Kč,24 641 km,140 kW,Elektro,,Automat
Tesla,Model Y,12/2021,979 760 Kč,91 456 km,340 kW,Elektro,,Automat
BMW,X4,5/2021,979 760 Kč,72 700 km,135 kW,Benzín,7 l/100km,Automat
Volkswagen,Passat Alltrack,1/2023,979 760 Kč,19 720 km,147 kW,Diesel,6.1 l/100km,Automat
BMW,M135,12/2021,977 260 Kč,22 920 km,225 kW,Benzín,7 l/100km,Automat
Nissan,X-Trail,11/2022,971 760 Kč,18 700 km,157 kW,Hybrid,,Automat
Jaguar,F-Pace,7/2021,971 760 Kč,91 327 km,184 kW,Hybrid,2.4 l/100km,Automat
Mercedes-Benz,GLE 500,2/2016,971 260 Kč,114 300 km,320 kW,Benzín,10.8 l/100km,Automat
BMW,X2,2/2024,970 760 Kč,34 984 km,131 kW,Benzín,6.5 l/100km,Automat
Volkswagen,Passat,6/2024,969 260 Kč,19 415 km,110 kW,Diesel,5 l/100km,Automat
Volvo,S60,6/2024,969 260 Kč,22 500 km,145 kW,Benzín,,Automat
Volkswagen,Golf,9/2021,969 260 Kč,57 092 km,235 kW,Benzín,7 l/100km,Automat
Mercedes-Benz,EQA,1/2024,967 760 Kč,9 986 km,140 kW,Elektro,,Automat
Mercedes-Benz,GLA 180,7/2023,967 760 Kč,34 350 km,100 kW,Benzín,5.7 l/100km,Automat
Ford,Ranger,11/2021,967 260 Kč,45 000 km,156 kW,Diesel,7.8 l/100km,Automat
Volkswagen,Arteon,5/2024,967 260 Kč,23 307 km,140 kW,Benzín,7 l/100km,Automat
DS Automobiles,DS4,11/2023,966 760 Kč,19 156 km,165 kW,Hybrid,,Automat
Volkswagen,Golf,6/2021,966 760 Kč,34 040 km,235 kW,Benzín,7 l/100km,Automat
Mercedes-Benz,Vito,8/2023,963 260 Kč,15 950 km,120 kW,Diesel,7.1 l/100km,Manuál
Volkswagen,Arteon,11/2023,962 760 Kč,21 755 km,160 kW,Hybrid,,Automat
Hyundai,Kona,11/2023,962 760 Kč,5 530 km,160 kW,Elektro,,Automat
Mercedes-Benz,EQA,1/2024,958 260 Kč,19 297 km,140 kW,Elektro,,Automat
Audi,A4,4/2024,958 260 Kč,27 592 km,150 kW,Diesel,4.5 l/100km,Automat
Volkswagen,Tiguan,8/2024,957 260 Kč,27 620 km,110 kW,Benzín,5.8 l/100km,Automat
BMW,X4,7/2019,951 760 Kč,61 944 km,135 kW,Benzín,8.9 l/100km,Automat
Volkswagen,Tiguan,1/2021,951 260 Kč,75 000 km,235 kW,Benzín,8.1 l/100km,Automat
MINI,Cooper C Countryman,10/2024,950 260 Kč,2 015 km,125 kW,Benzín,6.3 l/100km,Automat
Mercedes-Benz,C 200,5/2023,948 760 Kč,58 865 km,120 kW,Hybrid,,Automat
Toyota,C-HR,7/2024,946 260 Kč,1 km,90 kW,Hybrid,,Automat
Nissan,Qashqai,12/2024,945 260 Kč,10 km,140 kW,Hybrid,,Automat
BMW,320,6/2023,945 260 Kč,25 600 km,135 kW,Benzín,6.4 l/100km,Automat
Ford,Transit Custom,10/2023,945 260 Kč,50 km,96 kW,Diesel,8.3 l/100km,Automat
Land Rover,Discovery Sport,11/2020,945 260 Kč,79 422 km,198 kW,Hybrid,2 l/100km,Automat
Volkswagen,ID.4,7/2023,944 260 Kč,18 019 km,195 kW,Elektro,,Automat
Hyundai,Tucson,1/2024,944 260 Kč,24 250 km,100 kW,Diesel,5.6 l/100km,Automat
Mercedes-Benz,C 200,10/2023,944 260 Kč,43 000 km,137 kW,Diesel,4.6 l/100km,Automat
Volvo,XC60,2/2022,943 260 Kč,52 890 km,145 kW,Benzín,7.1 l/100km,Automat
Cupra,Formentor,9/2023,942 760 Kč,18 776 km,228 kW,Benzín,7.7 l/100km,Automat
Volvo,C40,10/2022,942 760 Kč,12 500 km,170 kW,Elektro,,Automat
BMW,318,3/2024,942 760 Kč,15 900 km,115 kW,Benzín,6.1 l/100km,Automat
Volkswagen,Touran,3/2025,942 760 Kč,60 km,110 kW,Benzín,5.6 l/100km,Automat
Nissan,Qashqai,12/2024,942 760 Kč,10 km,140 kW,Hybrid,5.3 l/100km,Automat
Audi,Q5,12/2021,941 260 Kč,72 884 km,150 kW,Diesel,5.4 l/100km,Automat
Volkswagen,Passat,7/2020,940 260 Kč,37 762 km,200 kW,Benzín,7.1 l/100km,Automat
Audi,Q4 e-tron,2/2023,939 760 Kč,29 300 km,125 kW,Elektro,,Automat
Mercedes-Benz,GLC 300,8/2020,939 760 Kč,111 283 km,180 kW,Diesel,6.5 l/100km,Automat
Volkswagen,Touareg,2/2020,939 260 Kč,142 380 km,170 kW,Diesel,7 l/100km,Automat
Mercedes-Benz,B 250,1/2024,938 260 Kč,7 753 km,160 kW,Hybrid,,Automat
Audi,Q2,11/2024,938 260 Kč,0 km,110 kW,Benzín,6.1 l/100km,Automat
Audi,A3,9/2023,938 260 Kč,15 km,110 kW,Diesel,4.7 l/100km,Automat
Land Rover,Range Rover Evoque,11/2020,937 760 Kč,36 685 km,227 kW,Hybrid,,Automat
Tesla,Model Y,3/2022,937 260 Kč,69 000 km,378 kW,Elektro,,Automat
Nissan,X-Trail,12/2024,937 260 Kč,0 km,150 kW,Hybrid,6.2 l/100km,Automat
Škoda,Superb,1/2024,936 760 Kč,6 500 km,110 kW,Diesel,4.5 l/100km,Automat
Jaguar,I-Pace,7/2021,932 260 Kč,43 000 km,294 kW,Elektro,,Automat
Cupra,Ateca,6/2024,929 260 Kč,202 km,110 kW,Benzín,6.8 l/100km,Automat
Volvo,EX30,2/2024,929 260 Kč,10 900 km,200 kW,Elektro,17 kWh/100km,Automat
Subaru,Outback,1/2023,927 760 Kč,17 500 km,124 kW,Benzín,8.6 l/100km,Automat
