Značka,Model,První registrace,Cena,Najeto,Výkon,Palivo,Spotřeba,Převodovka
Volkswagen,Arteon,5/2024,862 760 Kč,10 155 km,140 kW,Benzín,7 l/100km,Automat
Audi,A3,11/2022,599 760 Kč,46 361 km,150 kW,Hybrid,6.1 l/100km,Automat
Ora,Funky Cat,5/2023,536 260 Kč,13 557 km,126 kW,Elektro,,Automat
BMW,540,11/2024,1 515 760 Kč,0 km,223 kW,Diesel,6.3 l/100km,Automat
Volkswagen,ID.4,12/2024,1 469 760 Kč,0 km,210 kW,Elektro,16.7 kWh/100km,Automat
Audi,Q8,6/2023,1 235 760 Kč,64 236 km,250 kW,Elektro,22 kWh/100km,Automat
Mercedes-Benz,C 200,1/2024,1 061 260 Kč,37 088 km,150 kW,Benzín,6.7 l/100km,Automat
MG,MG4,11/2024,839 760 Kč,10 km,180 kW,Elektro,16.5 kWh/100km,Automat
Lexus,UX,9/2022,662 760 Kč,10 767 km,150 kW,Elektro,16.9 kWh/100km,Automat
Mercedes-Benz,B 250,11/2022,573 260 Kč,27 542 km,160 kW,Hybrid,,Automat
Ineos,Grenadier,1/2024,2 115 260 Kč,13 671 km,183 kW,Diesel,11.6 l/100km,Automat
Audi,S8,6/2017,1 263 260 Kč,74 500 km,445 kW,Benzín,9.7 l/100km,Automat
Cupra,Terramar,12/2024,1 261 760 Kč,50 km,150 kW,Benzín,7.7 l/100km,Automat
Toyota,Mirai,11/2020,681 260 Kč,8 000 km,113 kW,Vodík,,Automat
Mazda,MX-30,3/2021,407 760 Kč,17 909 km,107 kW,Elektro,,Automat
Citroën,C4,12/2022,508 760 Kč,6 303 km,96 kW,Benzín,5.4 l/100km,Automat
Opel,Ampera-e,1/2020,408 260 Kč,82 797 km,150 kW,Elektro,,Automat
Cupra,Tavascan,10/2024,1 338 260 Kč,4 687 km,250 kW,Elektro,16.5 kWh/100km,Automat
Volvo,S60,1/2024,1 273 760 Kč,20 km,253 kW,Hybrid,,Automat
Ford,Capri,12/2024,1 139 260 Kč,0 km,210 kW,Elektro,,Automat
Renault,Trafic,12/2024,1 126 760 Kč,500 km,110 kW,Diesel,6.9 l/100km,Automat
Kia,EV3,12/2024,884 760 Kč,0 km,150 kW,Elektro,16.2 kWh/100km,Automat
MG,MG5,7/2024,615 260 Kč,5 000 km,115 kW,Elektro,,Automat
GWM,03,3/2023,599 760 Kč,4 000 km,126 kW,Elektro,,Automat
Audi,A8,7/2022,1 575 760 Kč,20 000 km,250 kW,Benzín,8.2 l/100km,Automat
Volkswagen,Tiguan Allspace,11/2024,1 432 760 Kč,0 km,142 kW,Diesel,5.4 l/100km,Automat
Audi,Q3,2/2024,1 202 760 Kč,7 374 km,147 kW,Diesel,5.4 l/100km,Automat
Audi,A3,12/2021,716 260 Kč,40 010 km,180 kW,Hybrid,6.1 l/100km,Automat
Cupra,Born,9/2022,692 260 Kč,60 700 km,150 kW,Elektro,,Automat
Nissan,Townstar,8/2023,678 760 Kč,15 km,90 kW,Elektro,17.4 kWh/100km,Automat
Mercedes-Benz,A 250,8/2013,417 260 Kč,84 000 km,155 kW,Benzín,6.1 l/100km,Automat
Mercedes-Benz,GLE 350,8/2022,1 417 760 Kč,55 100 km,235 kW,Hybrid,,Automat
Jeep,Wrangler,11/2022,1 441 760 Kč,298 km,280 kW,Hybrid,9 l/100km,Automat
Audi,A7,12/2020,1 206 760 Kč,12 828 km,220 kW,Hybrid,,Automat
Kia,EV3,1/2025,973 260 Kč,0 km,150 kW,Elektro,16.2 kWh/100km,Automat
Nissan,Primastar,6/2024,866 760 Kč,23 km,110 kW,Diesel,7 l/100km,Automat
MG,ZS,8/2022,590 760 Kč,20 000 km,115 kW,Elektro,,Automat
Tesla,Model 3,12/2019,575 760 Kč,118 853 km,340 kW,Elektro,,Automat
Volkswagen,Touareg,1/2023,1 288 260 Kč,62 600 km,170 kW,Diesel,8.2 l/100km,Automat
BMW,iX1,12/2024,1 108 760 Kč,7 km,150 kW,Elektro,17.2 kWh/100km,Automat
Mercedes-Benz,EQE,3/2024,1 468 760 Kč,4 998 km,215 kW,Elektro,,Automat
Mercedes-Benz,E 300,4/2024,1 263 260 Kč,18 281 km,230 kW,Hybrid,,Automat
Cupra,Tavascan,12/2024,1 517 760 Kč,11 km,250 kW,Elektro,16.8 kWh/100km,Automat
BMW,iX,8/2022,1 239 260 Kč,48 900 km,240 kW,Elektro,,Automat
Kia,EV6,3/2023,1 049 760 Kč,49 800 km,430 kW,Elektro,20.6 kWh/100km,Automat
Mercedes-Benz,E 220,3/2022,977 260 Kč,118 400 km,147 kW,Diesel,5.5 l/100km,Automat
Peugeot,2008,5/2022,514 760 Kč,91 791 km,96 kW,Diesel,3.8 l/100km,Automat
Audi,Q2,9/2017,331 760 Kč,159 318 km,87 kW,Diesel,4.3 l/100km,Manuál
Lexus,RX 350,12/2024,1 549 760 Kč,1 km,183 kW,Hybrid,6.3 l/100km,Automat
BMW,i4,12/2024,1 288 260 Kč,0 km,250 kW,Elektro,18.6 kWh/100km,Automat
BMW,i4,11/2024,1 209 260 Kč,0 km,210 kW,Elektro,18.6 kWh/100km,Automat
MG,MG4,5/2024,615 260 Kč,2 500 km,125 kW,Elektro,17 kWh/100km,Automat
Citroën,Jumper,5/2021,381 760 Kč,129 000 km,88 kW,Diesel,9.1 l/100km,Manuál
Genesis,GV70,8/2022,1 367 760 Kč,18 789 km,360 kW,Elektro,,Automat
Audi,S5,1/2022,1 164 260 Kč,65 620 km,251 kW,Diesel,6.4 l/100km,Automat
Hyundai,Inster,12/2024,620 260 Kč,0 km,85 kW,Elektro,14.9 kWh/100km,Automat
MG,MG5,7/2024,615 260 Kč,5 000 km,115 kW,Elektro,,Automat
Ford,Transit Custom,2/2020,484 260 Kč,169 782 km,125 kW,Diesel,8.7 l/100km,Automat
MG,MG3,11/2024,471 260 Kč,10 km,143 kW,Hybrid,4.4 l/100km,Automat
Ford,Bronco,10/2024,1 602 260 Kč,150 km,205 kW,Benzín,12.7 l/100km,Automat
Mercedes-Benz,E 300,1/2024,1 552 260 Kč,9 927 km,230 kW,Hybrid,,Automat
MG,Marvel R,6/2023,800 260 Kč,5 000 km,212 kW,Elektro,,Automat
Mazda,MX-30,3/2024,655 260 Kč,12 000 km,107 kW,Elektro,17.9 kWh/100km,Automat
Audi,SQ2,12/2024,1 429 260 Kč,0 km,221 kW,Benzín,8.3 l/100km,Automat
Cupra,Tavascan,2/2025,1 285 760 Kč,150 km,250 kW,Elektro,,Automat
Alfa Romeo,Giulia,7/2024,997 760 Kč,20 000 km,206 kW,Benzín,7.2 l/100km,Automat
Nissan,Primastar,9/2024,832 760 Kč,10 km,110 kW,Diesel,6.9 l/100km,Manuál
Fiat,500X,9/2023,525 760 Kč,7 080 km,96 kW,Benzín,5 l/100km,Automat
Volkswagen,ID.3,9/2023,867 260 Kč,0 km,107 kW,Elektro,,Automat
Mazda,CX-30,12/2024,723 260 Kč,0 km,137 kW,Benzín,5.7 l/100km,Manuál
Seat,Ibiza,11/2020,241 760 Kč,68 000 km,66 kW,CNG,,Manuál
Kia,EV3,1/2025,973 260 Kč,0 km,150 kW,Elektro,16.2 kWh/100km,Automat
Kia,EV6,2/2023,971 760 Kč,64 700 km,239 kW,Elektro,,Automat
Audi,A4,11/2022,971 260 Kč,13 578 km,150 kW,Diesel,4.5 l/100km,Automat
Hyundai,IONIQ 6,2/2024,866 260 Kč,5 480 km,111 kW,Elektro,,Automat
Fiat,Scudo,10/2023,775 260 Kč,103 km,107 kW,Diesel,5.4 l/100km,Manuál
DR Automobiles,5,5/2023,588 260 Kč,1 km,110 kW,LPG,8.4 l/100km,Automat
MG,MG4,12/2022,575 760 Kč,5 km,125 kW,Elektro,17 kWh/100km,Automat
GWM,03,3/2023,523 260 Kč,13 950 km,126 kW,Elektro,,Automat
Mercedes-Benz,GLC 300,1/2022,952 760 Kč,75 395 km,225 kW,Hybrid,,Automat
BMW,330,3/2022,716 260 Kč,59 600 km,216 kW,Hybrid,,Automat
Mazda,MX-30,11/2024,681 260 Kč,5 km,107 kW,Elektro,17.9 kWh/100km,Automat
Opel,Vivaro,6/2022,439 760 Kč,118 700 km,88 kW,Diesel,4.8 l/100km,Manuál
Ford,Explorer,1/2024,1 438 760 Kč,0 km,250 kW,Elektro,,Automat
Volvo,V90,1/2025,1 378 260 Kč,0 km,261 kW,Hybrid,,Automat
Volkswagen,T6 Caravelle,3/2018,951 760 Kč,80 000 km,150 kW,Diesel,6.4 l/100km,Automat
Volkswagen,Amarok,2/2025,1 853 260 Kč,285 km,177 kW,Diesel,10.4 l/100km,Automat
Porsche,Taycan,5/2021,1 512 760 Kč,57 000 km,350 kW,Elektro,,Automat
Audi,S5,9/2021,1 222 260 Kč,44 594 km,251 kW,Diesel,6.4 l/100km,Automat
BMW,128,4/2024,971 760 Kč,17 900 km,195 kW,Benzín,6.6 l/100km,Automat
Škoda,Kodiaq,2/2024,824 260 Kč,5 950 km,110 kW,Benzín,6.9 l/100km,Automat
Ora,Funky Cat,5/2023,626 260 Kč,5 000 km,126 kW,Elektro,,Automat
