Značka,Model,První registrace,Cena,Najeto,Výkon,Palivo,Spotřeba,Převodovka
Mercedes-Benz,GLC 63 AMG,1/2022,1 895 260 Kč,36 272 km,375 kW,Benzín,12.3 l/100km,Automat
Volkswagen,Transporter,12/2024,1 894 260 Kč,50 km,125 kW,Diesel,8.9 l/100km,Automat
Alpina,XD3,3/2022,1 892 760 Kč,68 462 km,290 kW,Diesel,8.5 l/100km,Automat
BMW,i4,12/2024,1 882 260 Kč,0 km,400 kW,Elektro,21.9 kWh/100km,Automat
Kia,EV9,12/2024,1 852 760 Kč,0 km,283 kW,Elektro,22.8 kWh/100km,Automat
Mercedes-Benz,E 400,8/2024,1 763 260 Kč,9 272 km,280 kW,Hybrid,21.2 l/100km,Automat
Mercedes-Benz,EQE,2/2023,1 762 260 Kč,21 200 km,350 kW,Elektro,,Automat
Ford,Transit Custom,1/2025,1 756 760 Kč,5 km,171 kW,Hybrid,,Automat
BMW,iX,11/2022,1 747 260 Kč,27 729 km,240 kW,Elektro,19.4 kWh/100km,Automat
BMW,340,3/2024,1 718 260 Kč,14 000 km,275 kW,Benzín,7.6 l/100km,Automat
Audi,SQ5,2/2023,1 710 260 Kč,17 050 km,251 kW,Diesel,7 l/100km,Automat
BMW,i4,12/2024,1 657 760 Kč,0 km,250 kW,Elektro,17.2 kWh/100km,Automat
Mercedes-Benz,GLC 200,2/2025,1 623 760 Kč,5 000 km,150 kW,Hybrid,,Automat
Mercedes-Benz,E 300,5/2024,1 604 760 Kč,26 039 km,230 kW,Hybrid,,Automat
Volkswagen,Amarok,11/2024,1 603 760 Kč,10 km,177 kW,Diesel,10 l/100km,Automat
BMW,X3,11/2024,1 602 260 Kč,6 985 km,145 kW,Diesel,6.5 l/100km,Automat
Mercedes-Benz,GLE 350,3/2022,1 601 760 Kč,55 550 km,245 kW,Hybrid,,Automat
Porsche,Panamera,11/2018,1 588 760 Kč,68 000 km,324 kW,Benzín,10.5 l/100km,Manuál
Mazda,CX-80,12/2024,1 575 760 Kč,4 803 km,187 kW,Diesel,5.8 l/100km,Automat
Mercedes-Benz,E 300,12/2023,1 551 260 Kč,17 030 km,230 kW,Hybrid,,Automat
BMW,i4,2/2024,1 549 760 Kč,26 348 km,400 kW,Elektro,,Automat
BMW,X5,9/2021,1 548 760 Kč,34 990 km,293 kW,Hybrid,,Automat
Audi,A6,7/2024,1 544 260 Kč,15 195 km,195 kW,Benzín,7 l/100km,Automat
Mercedes-Benz,C 63 AMG,4/2020,1 544 260 Kč,72 000 km,375 kW,Benzín,,Automat
Mercedes-Benz,CLS 400,6/2022,1 526 260 Kč,100 000 km,243 kW,Diesel,6.6 l/100km,Automat
Alpina,B5,1/2019,1 525 760 Kč,113 500 km,447 kW,Benzín,,Automat
Land Rover,Discovery Sport,8/2024,1 524 760 Kč,6 700 km,199 kW,Hybrid,,Automat
Land Rover,Discovery Sport,1/2025,1 523 760 Kč,15 km,227 kW,Hybrid,,Automat
Volkswagen,Touareg,1/2022,1 520 760 Kč,49 306 km,210 kW,Diesel,8.2 l/100km,Automat
Cupra,Tavascan,3/2025,1 513 260 Kč,7 000 km,250 kW,Elektro,16.8 kWh/100km,Automat
Toyota,Proace,1/2025,1 503 760 Kč,10 km,100 kW,Elektro,23.9 kWh/100km,Automat
BMW,840,7/2020,1 497 760 Kč,109 700 km,235 kW,Diesel,6.1 l/100km,Automat
Volvo,XC60,4/2024,1 495 760 Kč,24 881 km,335 kW,Hybrid,,Automat
BMW,X4,4/2024,1 489 260 Kč,27 420 km,180 kW,Benzín,7.2 l/100km,Automat
Volvo,XC90,7/2023,1 485 260 Kč,25 077 km,184 kW,Benzín,8.2 l/100km,Automat
Volkswagen,ID.7,8/2024,1 484 260 Kč,11 072 km,210 kW,Elektro,15.3 kWh/100km,Automat
Mercedes-Benz,E 300,4/2024,1 482 260 Kč,7 240 km,230 kW,Hybrid,,Automat
Ford,Mustang Mach-E,12/2022,1 470 760 Kč,3 300 km,358 kW,Elektro,,Automat
Mercedes-Benz,E 220,7/2024,1 470 260 Kč,20 481 km,145 kW,Diesel,,Automat
Mercedes-Benz,A 45 AMG,11/2023,1 466 760 Kč,14 145 km,310 kW,Benzín,8.6 l/100km,Automat
BMW,740,5/2021,1 465 260 Kč,89 800 km,250 kW,Diesel,6 l/100km,Automat
Audi,Q5,1/2024,1 463 260 Kč,10 km,150 kW,Diesel,5.4 l/100km,Automat
Porsche,Taycan,11/2020,1 449 260 Kč,75 000 km,390 kW,Elektro,,Automat
Land Rover,Discovery Sport,10/2023,1 446 760 Kč,20 213 km,227 kW,Hybrid,2 l/100km,Automat
Mercedes-Benz,GLC 200,10/2023,1 444 260 Kč,15 600 km,150 kW,Benzín,7.6 l/100km,Automat
Land Rover,Range Rover Evoque,10/2024,1 443 760 Kč,6 000 km,150 kW,Diesel,7.7 l/100km,Automat
Mercedes-Benz,Vito,2/2024,1 441 760 Kč,12 500 km,100 kW,Diesel,7.3 l/100km,Automat
Audi,A6,5/2024,1 429 760 Kč,5 858 km,195 kW,Benzín,7 l/100km,Automat
Mazda,CX-80,12/2024,1 420 260 Kč,2 500 km,241 kW,Hybrid,23.8 l/100km,Automat
Mercedes-Benz,C 300,6/2023,1 420 260 Kč,3 024 km,230 kW,Hybrid,,Automat
BMW,iX2,4/2024,1 418 760 Kč,4 157 km,230 kW,Elektro,,Automat
Polestar,2,1/2025,1 413 260 Kč,0 km,314 kW,Elektro,,Automat
Cupra,Terramar,12/2024,1 410 260 Kč,0 km,195 kW,Benzín,8 l/100km,Automat
RAM,1500,8/2023,1 395 260 Kč,30 801 km,294 kW,Benzín,,Automat
Volvo,EX40,6/2024,1 394 760 Kč,7 000 km,185 kW,Elektro,16.6 kWh/100km,Automat
Land Rover,Range Rover Evoque,5/2024,1 394 760 Kč,20 000 km,227 kW,Hybrid,,Automat
BMW,iX2,12/2024,1 393 760 Kč,0 km,150 kW,Elektro,16.5 kWh/100km,Automat
Mercedes-Benz,GLC 200,8/2024,1 391 260 Kč,9 900 km,150 kW,Benzín,7.3 l/100km,Automat
Volvo,XC60,4/2024,1 375 260 Kč,19 240 km,335 kW,Hybrid,,Automat
Audi,S3,8/2024,1 369 760 Kč,1 600 km,249 kW,Benzín,7.8 l/100km,Automat
Toyota,Proace,12/2024,1 367 260 Kč,10 km,106 kW,Diesel,7.4 l/100km,Automat
Audi,e-tron,2/2022,1 365 260 Kč,44 298 km,370 kW,Elektro,,Automat
Mazda,CX-60,10/2024,1 362 260 Kč,4 000 km,187 kW,Diesel,5.5 l/100km,Automat
Cupra,Terramar,12/2024,1 361 260 Kč,10 km,195 kW,Benzín,8.6 l/100km,Automat
Ford,Ranger,9/2024,1 345 260 Kč,33 km,151 kW,Diesel,6.9 l/100km,Automat
Volvo,XC60,1/2025,1 343 260 Kč,0 km,261 kW,Hybrid,,Automat
Mercedes-Benz,CLA 35 AMG,12/2023,1 338 260 Kč,6 687 km,225 kW,Benzín,7.7 l/100km,Automat
Mercedes-Benz,C 300,12/2023,1 338 260 Kč,6 186 km,230 kW,Hybrid,,Automat
Mercedes-Benz,C 300,3/2024,1 328 260 Kč,19 990 km,230 kW,Hybrid,,Automat
Volkswagen,Golf,6/2024,1 324 760 Kč,10 000 km,245 kW,Benzín,7.3 l/100km,Automat
Hyundai,IONIQ 6,12/2024,1 319 760 Kč,12 km,168 kW,Elektro,,Automat
BMW,X1,1/2025,1 314 260 Kč,0 km,110 kW,Diesel,5.6 l/100km,Automat
Audi,A6,5/2023,1 313 760 Kč,35 007 km,220 kW,Hybrid,1.5 l/100km,Automat
Mercedes-Benz,EQE,11/2023,1 309 260 Kč,17 633 km,180 kW,Elektro,,Automat
Volkswagen,Golf,6/2024,1 308 760 Kč,8 590 km,245 kW,Benzín,7.3 l/100km,Automat
Volvo,XC40,7/2024,1 303 760 Kč,0 km,188 kW,Elektro,,Automat
Mercedes-Benz,E 200,11/2023,1 297 760 Kč,7 385 km,150 kW,Benzín,6.7 l/100km,Automat
Ford,Explorer,12/2024,1 295 760 Kč,0 km,210 kW,Elektro,,Automat
Mercedes-Benz,GLC 43 AMG,1/2020,1 291 260 Kč,45 818 km,287 kW,Benzín,9.7 l/100km,Automat
Mercedes-Benz,A 35 AMG,12/2023,1 284 760 Kč,15 700 km,225 kW,Benzín,,Automat
BMW,iX1,7/2024,1 281 760 Kč,6 900 km,225 kW,Elektro,,Automat
Mercedes-Benz,C 220,11/2023,1 280 260 Kč,9 907 km,145 kW,Diesel,,Automat
GWM,Wey 03,4/2024,1 261 760 Kč,6 520 km,270 kW,Hybrid,,Automat
Audi,A8,1/2020,1 260 260 Kč,105 000 km,250 kW,Benzín,9.6 l/100km,Automat
Cupra,Ateca,12/2024,1 254 260 Kč,0 km,221 kW,Benzín,9 l/100km,Automat
Audi,Q4 e-tron,3/2024,1 240 760 Kč,8 428 km,210 kW,Elektro,,Automat
Audi,A7,2/2023,1 236 760 Kč,42 093 km,195 kW,Benzín,6.9 l/100km,Automat
Volkswagen,Arteon,10/2022,1 235 760 Kč,10 000 km,235 kW,Benzín,8.9 l/100km,Automat
Cupra,Ateca,12/2024,1 235 260 Kč,0 km,221 kW,Benzín,9 l/100km,Automat
Volkswagen,Tiguan Allspace,12/2024,1 234 260 Kč,11 km,110 kW,Diesel,4.5 l/100km,Automat
Mercedes-Benz,E 220,10/2023,1 224 760 Kč,12 600 km,147 kW,Diesel,,Automat
Mercedes-Benz,C 300,6/2024,1 222 260 Kč,17 369 km,195 kW,Diesel,,Automat
Mercedes-Benz,GLE 350,12/2020,1 221 260 Kč,116 481 km,235 kW,Hybrid,,Automat
Ford,Ranger,1/2024,1 215 260 Kč,54 km,156 kW,Diesel,6.9 l/100km,Automat
BMW,i4,10/2023,1 214 760 Kč,43 829 km,254 kW,Elektro,,Automat
Audi,Q5,5/2022,1 213 760 Kč,46 024 km,150 kW,Hybrid,1.8 l/100km,Automat
Alfa Romeo,Stelvio,11/2023,1 209 260 Kč,16 757 km,206 kW,Benzín,7 l/100km,Automat
BMW,220 Gran Coupé,11/2024,1 209 260 Kč,0 km,125 kW,Benzín,5.4 l/100km,Automat
Mercedes-Benz,EQE,2/2023,1 204 760 Kč,72 251 km,215 kW,Elektro,,Automat
Mercedes-Benz,EQB,1/2024,1 198 760 Kč,7 410 km,168 kW,Elektro,,Automat
Volkswagen,T6 Caravelle,4/2024,1 195 760 Kč,27 096 km,110 kW,Diesel,6.2 l/100km,Automat
BMW,530,12/2023,1 194 760 Kč,10 000 km,215 kW,Hybrid,,Automat
Volvo,C40,4/2023,1 189 760 Kč,21 500 km,300 kW,Elektro,,Automat
BMW,118,12/2024,1 185 760 Kč,10 km,110 kW,Diesel,4.7 l/100km,Automat
BMW,X2,7/2024,1 184 260 Kč,5 890 km,110 kW,Diesel,5.1 l/100km,Automat
Mercedes-Benz,CLA 250,1/2024,1 182 260 Kč,16 458 km,165 kW,Benzín,6.4 l/100km,Automat
BMW,X2,6/2024,1 180 260 Kč,25 573 km,115 kW,Benzín,,Automat
Volvo,EX30,1/2025,1 175 260 Kč,0 km,202 kW,Elektro,,Automat
Mercedes-Benz,Sprinter,11/2024,1 166 760 Kč,10 000 km,125 kW,Diesel,9.3 l/100km,Manuál
Audi,e-tron,10/2022,1 156 760 Kč,11 777 km,300 kW,Elektro,,Automat
Audi,A6,5/2023,1 155 760 Kč,14 018 km,195 kW,Benzín,6.8 l/100km,Automat
Subaru,Outback,9/2024,1 153 260 Kč,12 km,124 kW,Benzín,8.6 l/100km,Automat
BMW,X1,1/2025,1 152 260 Kč,4 899 km,100 kW,Benzín,6.2 l/100km,Automat
Volvo,EX30,1/2025,1 130 260 Kč,325 km,316 kW,Elektro,,Automat
Land Rover,Discovery Sport,3/2024,1 127 260 Kč,19 999 km,120 kW,Diesel,5.3 l/100km,Automat
Mercedes-Benz,GLC 300,1/2022,1 123 760 Kč,30 015 km,235 kW,Hybrid,,Automat
BMW,Z4,3/2024,1 122 760 Kč,12 346 km,145 kW,Benzín,6.7 l/100km,Manuál
Volkswagen,Touareg,8/2020,1 120 260 Kč,64 463 km,210 kW,Diesel,8.2 l/100km,Automat
Mercedes-Benz,GLC 300,4/2021,1 116 760 Kč,58 990 km,225 kW,Hybrid,,Automat
Hyundai,IONIQ 6,2/2024,1 110 260 Kč,6 km,168 kW,Elektro,,Automat
Audi,A4 Allroad,2/2024,1 103 760 Kč,25 209 km,150 kW,Diesel,4.8 l/100km,Automat
Ford,Explorer,9/2024,1 102 260 Kč,1 661 km,210 kW,Elektro,,Automat
Volkswagen,Tiguan,3/2024,1 098 260 Kč,21 020 km,180 kW,Benzín,7.3 l/100km,Automat
BMW,X1,12/2024,1 089 260 Kč,0 km,100 kW,Benzín,7.1 l/100km,Automat
Volvo,EX30,12/2024,1 089 260 Kč,5 km,315 kW,Elektro,17.5 kWh/100km,Automat
Nissan,X-Trail,1/2024,1 085 760 Kč,9 830 km,157 kW,Benzín,,Automat
Nissan,X-Trail,12/2024,1 083 260 Kč,50 km,157 kW,Hybrid,,Automat
Volkswagen,Touareg,3/2019,1 082 760 Kč,73 000 km,210 kW,Diesel,8.2 l/100km,Automat
Peugeot,Expert,10/2023,1 082 760 Kč,10 km,100 kW,Elektro,26.8 kWh/100km,Automat
Volkswagen,T-Roc,3/2024,1 074 760 Kč,14 870 km,221 kW,Benzín,8.6 l/100km,Automat
Toyota,Prius,12/2023,1 074 760 Kč,1 885 km,164 kW,Hybrid,,Automat
Audi,Q4 e-tron,2/2022,1 074 260 Kč,27 300 km,220 kW,Elektro,,Automat
BMW,330,1/2023,1 068 260 Kč,40 000 km,210 kW,Hybrid,,Automat
Mercedes-Benz,Vito,6/2023,1 067 260 Kč,47 395 km,120 kW,Diesel,7.1 l/100km,Automat
BMW,120,5/2024,1 064 260 Kč,8 350 km,131 kW,Benzín,5.8 l/100km,Automat
Audi,A6,8/2023,1 064 260 Kč,26 200 km,195 kW,Benzín,6.8 l/100km,Automat
BMW,223 Active Tourer,5/2024,1 049 760 Kč,18 490 km,160 kW,Benzín,5.6 l/100km,Automat
Peugeot,508,7/2023,1 048 760 Kč,10 km,165 kW,Hybrid,,Automat
Peugeot,Expert,10/2022,1 045 760 Kč,8 km,100 kW,Elektro,26.8 kWh/100km,Automat
Cupra,Terramar,1/2025,1 042 760 Kč,4 000 km,110 kW,Benzín,5.8 l/100km,Automat
Audi,A6,3/2023,1 039 260 Kč,38 400 km,150 kW,Diesel,4.7 l/100km,Automat
Audi,A4 Allroad,1/2023,1 036 260 Kč,39 900 km,150 kW,Diesel,4.8 l/100km,Automat
BMW,225 Active Tourer,3/2024,1 034 760 Kč,9 850 km,180 kW,Hybrid,,Automat
Alfa Romeo,Stelvio,1/2022,1 029 760 Kč,34 475 km,206 kW,Benzín,7 l/100km,Automat
Mercedes-Benz,A 45 AMG,3/2020,1 028 760 Kč,49 750 km,310 kW,Benzín,8.5 l/100km,Automat
Audi,Q5,3/2022,1 023 760 Kč,31 233 km,220 kW,Hybrid,1.8 l/100km,Automat
Mercedes-Benz,C 220,3/2022,1 019 260 Kč,86 722 km,147 kW,Diesel,,Automat
BMW,330,12/2021,998 260 Kč,35 513 km,215 kW,Hybrid,,Automat
Mazda,CX-5,3/2025,998 260 Kč,3 km,143 kW,Benzín,7.2 l/100km,Automat
Cupra,Ateca,10/2023,998 260 Kč,10 km,140 kW,Benzín,9 l/100km,Automat
Volvo,C40,12/2022,996 260 Kč,73 230 km,304 kW,Elektro,,Automat
Mercedes-Benz,Vito,5/2023,989 760 Kč,60 763 km,120 kW,Diesel,7.3 l/100km,Automat
Mercedes-Benz,C 300,11/2023,982 260 Kč,75 184 km,230 kW,Hybrid,,Automat
Audi,Q3,2/2022,979 760 Kč,47 700 km,110 kW,Hybrid,1.4 l/100km,Automat
Volvo,XC60,4/2023,977 760 Kč,20 212 km,145 kW,Hybrid,,Automat
BMW,iX1,3/2024,977 760 Kč,7 611 km,150 kW,Elektro,,Automat
Audi,Q4 e-tron,8/2023,970 760 Kč,14 420 km,150 kW,Elektro,,Automat
BMW,330,9/2021,969 760 Kč,26 869 km,190 kW,Benzín,6.4 l/100km,Automat
Opel,Movano,2/2025,964 760 Kč,20 km,132 kW,Diesel,8.4 l/100km,Automat
Mercedes-Benz,E 300,9/2021,958 260 Kč,88 281 km,225 kW,Hybrid,6.9 l/100km,Automat
Mercedes-Benz,EQA,3/2022,945 260 Kč,40 000 km,215 kW,Elektro,,Automat
Audi,A6,3/2022,942 260 Kč,60 500 km,220 kW,Hybrid,1.5 l/100km,Automat
BMW,640 Gran Turismo,12/2017,941 260 Kč,57 000 km,250 kW,Benzín,7.7 l/100km,Automat
BMW,520,2/2022,941 260 Kč,131 020 km,140 kW,Diesel,5.2 l/100km,Automat
Mercedes-Benz,EQB,9/2023,937 260 Kč,14 008 km,140 kW,Elektro,,Automat
Mercedes-Benz,GLC 300,6/2021,932 260 Kč,102 680 km,225 kW,Hybrid,,Automat
Audi,A3,5/2024,928 260 Kč,11 180 km,150 kW,Hybrid,6.1 l/100km,Automat
Land Rover,Discovery Sport,1/2022,928 260 Kč,37 500 km,120 kW,Diesel,5.3 l/100km,Automat
Audi,A4,12/2023,918 760 Kč,31 629 km,150 kW,Benzín,5.7 l/100km,Automat
Kia,Niro,8/2023,918 760 Kč,5 200 km,150 kW,Elektro,,Automat
Opel,Astra,6/2024,916 760 Kč,5 km,115 kW,Elektro,15.8 kWh/100km,Automat
Mercedes-Benz,E 300,11/2020,916 760 Kč,77 471 km,225 kW,Hybrid,6.4 l/100km,Automat
Mercedes-Benz,E 300,1/2021,913 760 Kč,58 598 km,225 kW,Hybrid,6.9 l/100km,Automat
Renault,Trafic,12/2024,910 760 Kč,10 km,81 kW,Diesel,5.3 l/100km,Manuál
Cupra,Leon,3/2024,905 260 Kč,16 km,150 kW,Hybrid,14.9 l/100km,Automat
Renault,Trafic,12/2024,900 760 Kč,120 km,110 kW,Diesel,6.9 l/100km,Automat
Opel,Zafira,8/2021,892 260 Kč,31 000 km,106 kW,Diesel,5.4 l/100km,Automat
MINI,Cooper SE Countryman,4/2023,891 260 Kč,51 200 km,162 kW,Hybrid,7.2 l/100km,Automat
Volvo,C40,1/2023,891 260 Kč,33 700 km,170 kW,Elektro,,Automat
Škoda,Kodiaq,4/2023,890 260 Kč,21 565 km,110 kW,Benzín,6.9 l/100km,Automat
Mercedes-Benz,A 200,10/2023,887 260 Kč,22 921 km,120 kW,Benzín,5.9 l/100km,Automat
Volvo,XC40,2/2023,883 760 Kč,30 600 km,170 kW,Elektro,,Automat
Honda,Civic,3/2025,882 260 Kč,10 km,135 kW,Hybrid,4.7 l/100km,Automat
Audi,A4,11/2023,882 260 Kč,4 700 km,120 kW,Diesel,4.1 l/100km,Automat
Mercedes-Benz,CLA 220,7/2021,876 260 Kč,105 739 km,140 kW,Diesel,4.8 l/100km,Automat
Volkswagen,Arteon,10/2021,866 260 Kč,98 018 km,235 kW,Benzín,8.9 l/100km,Automat
MG,Marvel R,11/2021,866 260 Kč,10 000 km,212 kW,Elektro,,Automat
Audi,A4 Allroad,12/2021,860 760 Kč,62 503 km,150 kW,Diesel,4.8 l/100km,Automat
Volkswagen,Passat Alltrack,2/2022,860 260 Kč,70 743 km,147 kW,Diesel,6.1 l/100km,Automat
Audi,Q4 e-tron,12/2022,858 760 Kč,16 602 km,125 kW,Elektro,,Automat
Fiat,600,4/2024,853 260 Kč,1 100 km,115 kW,Elektro,15.1 kWh/100km,Automat
Cupra,Leon,3/2024,852 260 Kč,24 500 km,221 kW,Benzín,6.7 l/100km,Automat
MINI,Cooper E,6/2024,851 260 Kč,11 999 km,135 kW,Elektro,,Automat
BMW,X3,11/2021,843 260 Kč,96 000 km,210 kW,Diesel,5.2 l/100km,Automat
BMW,520,1/2022,839 760 Kč,80 670 km,150 kW,Hybrid,,Automat
Mitsubishi,Eclipse Cross,12/2022,839 760 Kč,2 500 km,138 kW,Hybrid,,Automat
Jeep,Compass,12/2022,838 760 Kč,250 km,177 kW,Hybrid,2.1 l/100km,Automat
Cupra,Ateca,2/2021,838 260 Kč,54 478 km,221 kW,Benzín,9 l/100km,Automat
Mercedes-Benz,B 250,12/2023,838 260 Kč,9 997 km,160 kW,Hybrid,,Automat
BMW,330,12/2020,837 260 Kč,66 183 km,215 kW,Hybrid,,Automat
Lexus,NX 300,3/2021,837 260 Kč,72 000 km,145 kW,Hybrid,5.5 l/100km,Automat
Kia,Niro,6/2024,824 260 Kč,16 km,104 kW,Hybrid,,Automat
Seat,Leon,11/2024,813 260 Kč,50 km,110 kW,Benzín,5.1 l/100km,Automat
Jeep,Avenger,6/2023,813 260 Kč,5 km,115 kW,Elektro,15.9 kWh/100km,Automat
Mercedes-Benz,B 220,10/2022,812 760 Kč,19 037 km,140 kW,Diesel,5.1 l/100km,Automat
Nissan,Qashqai,1/2024,810 760 Kč,9 420 km,140 kW,Hybrid,,Automat
Volkswagen,Crafter,6/2020,810 760 Kč,26 044 km,103 kW,Diesel,7.7 l/100km,Automat
Ford,Transit Custom,6/2023,795 760 Kč,10 km,96 kW,Diesel,6.2 l/100km,Manuál
BMW,225 Active Tourer,5/2023,788 760 Kč,54 843 km,165 kW,Hybrid,,Automat
BMW,530,10/2020,785 760 Kč,146 000 km,210 kW,Diesel,5.7 l/100km,Automat
BMW,330,8/2022,783 760 Kč,64 320 km,216 kW,Hybrid,,Automat
BMW,320,7/2022,780 260 Kč,41 142 km,135 kW,Benzín,6.3 l/100km,Automat
Mercedes-Benz,CLA 220,8/2019,775 260 Kč,69 560 km,140 kW,Benzín,6.2 l/100km,Automat
RAM,1500,5/2018,771 260 Kč,105 000 km,294 kW,Benzín,,Automat
Cupra,Ateca,5/2021,768 760 Kč,96 410 km,221 kW,Benzín,9 l/100km,Automat
Hyundai,IONIQ 5,1/2023,763 260 Kč,12 783 km,125 kW,Elektro,16.7 kWh/100km,Automat
BMW,X2,6/2021,761 260 Kč,50 304 km,162 kW,Hybrid,1.7 l/100km,Automat
BMW,X2,6/2021,761 260 Kč,58 339 km,162 kW,Hybrid,7.2 l/100km,Automat
Audi,Q4 e-tron,12/2022,757 760 Kč,17 900 km,125 kW,Elektro,,Automat
Fiat,Doblo,9/2024,756 760 Kč,10 km,100 kW,Elektro,,Automat
Volkswagen,ID.4,3/2022,752 760 Kč,42 686 km,150 kW,Elektro,,Automat
Tesla,Model 3,1/2021,751 760 Kč,42 000 km,350 kW,Elektro,,Automat
Ford,Kuga,12/2024,750 260 Kč,10 km,110 kW,Benzín,6.6 l/100km,Manuál
Volkswagen,ID.3,12/2022,747 260 Kč,14 366 km,107 kW,Elektro,,Automat
DS Automobiles,DS7 Crossback,11/2021,747 260 Kč,33 802 km,133 kW,Benzín,5.3 l/100km,Automat
BMW,520,11/2021,746 260 Kč,112 675 km,140 kW,Diesel,5.2 l/100km,Automat
BMW,216 Active Tourer,12/2023,746 260 Kč,6 500 km,90 kW,Benzín,5.9 l/100km,Automat
Citroën,C4,2/2024,740 760 Kč,579 km,100 kW,Elektro,15.5 kWh/100km,Automat
Seat,Tarraco,7/2022,739 760 Kč,79 060 km,180 kW,Benzín,7.5 l/100km,Automat
Volkswagen,Crafter,8/2021,735 760 Kč,82 465 km,130 kW,Diesel,9.4 l/100km,Manuál
Toyota,Corolla,8/2022,734 260 Kč,100 km,132 kW,Hybrid,3.7 l/100km,Automat
Peugeot,508,5/2024,733 760 Kč,17 695 km,96 kW,Diesel,,Automat
Toyota,Yaris Cross,12/2024,731 260 Kč,0 km,96 kW,Hybrid,,Automat
Hyundai,Inster,12/2024,720 760 Kč,10 km,71 kW,Elektro,14.3 kWh/100km,Automat
Kia,Niro,2/2024,720 760 Kč,9 751 km,104 kW,Hybrid,,Automat
Volvo,XC60,2/2018,720 260 Kč,130 800 km,288 kW,Hybrid,,Automat
BMW,320,10/2020,706 760 Kč,68 825 km,135 kW,Benzín,6.3 l/100km,Automat
Mercedes-Benz,B 200,11/2022,706 760 Kč,21 833 km,120 kW,Benzín,6 l/100km,Manuál
Mercedes-Benz,C 300,3/2021,704 260 Kč,86 040 km,225 kW,Hybrid,6.6 l/100km,Automat
BMW,116,1/2021,696 760 Kč,44 000 km,85 kW,Diesel,4.6 l/100km,Automat
Citroën,C5 Aircross,8/2021,696 260 Kč,5 km,165 kW,Hybrid,1.3 l/100km,Automat
Volkswagen,Passat,10/2023,694 760 Kč,25 666 km,110 kW,Benzín,6.6 l/100km,Automat
Nissan,Qashqai,2/2024,693 760 Kč,13 790 km,116 kW,Benzín,6.3 l/100km,Automat
Jeep,Avenger,5/2024,688 760 Kč,50 km,74 kW,Benzín,5.4 l/100km,Manuál
Suzuki,Vitara,10/2022,683 260 Kč,300 km,95 kW,Benzín,5.8 l/100km,Manuál
Volkswagen,T-Roc,9/2020,681 760 Kč,31 900 km,110 kW,Benzín,6.4 l/100km,Automat
Audi,Q5,8/2017,681 760 Kč,122 000 km,185 kW,Benzín,6.6 l/100km,Automat
MG,MG5,7/2024,681 260 Kč,10 km,115 kW,Elektro,17.9 kWh/100km,Automat
Citroën,C5 Aircross,5/2022,681 260 Kč,34 251 km,133 kW,Hybrid,1.4 l/100km,Automat
Hyundai,Kona,1/2024,681 260 Kč,9 500 km,100 kW,Elektro,,Automat
Mitsubishi,ASX,3/2024,680 260 Kč,15 km,105 kW,Hybrid,4.8 l/100km,Automat
Cupra,Formentor,6/2022,680 260 Kč,53 337 km,110 kW,Diesel,5.1 l/100km,Automat
Opel,Vectra,9/2022,678 760 Kč,40 300 km,128 kW,Diesel,4.8 l/100km,Automat
Mercedes-Benz,Vito,5/2019,678 760 Kč,79 395 km,100 kW,Diesel,7.4 l/100km,Automat
Volkswagen,Golf,3/2022,673 260 Kč,43 397 km,150 kW,Hybrid,,Automat
Peugeot,Partner,8/2023,668 760 Kč,90 km,100 kW,Elektro,,Automat
Audi,Q5,8/2020,668 760 Kč,146 125 km,220 kW,Hybrid,1.8 l/100km,Automat
Opel,Combo,5/2023,667 760 Kč,500 km,100 kW,Elektro,20.4 kWh/100km,Automat
Volkswagen,Passat Alltrack,7/2019,667 260 Kč,80 669 km,176 kW,Diesel,6 l/100km,Automat
Volkswagen,T6 Transporter,8/2017,666 260 Kč,168 801 km,110 kW,Diesel,5.8 l/100km,Automat
Škoda,Karoq,4/2023,657 760 Kč,51 500 km,110 kW,Benzín,5.6 l/100km,Automat
Cupra,Born,9/2021,657 760 Kč,15 300 km,150 kW,Elektro,,Automat
Audi,A3,3/2022,653 260 Kč,42 547 km,150 kW,Hybrid,6.1 l/100km,Automat
Volkswagen,T-Roc,12/2024,651 260 Kč,0 km,85 kW,Benzín,6 l/100km,Manuál
Jeep,Compass,6/2021,650 760 Kč,54 072 km,177 kW,Hybrid,2.1 l/100km,Automat
Citroën,C4,5/2023,649 760 Kč,6 500 km,100 kW,Elektro,15.3 kWh/100km,Automat
MG,Marvel R,3/2022,648 760 Kč,56 500 km,132 kW,Elektro,,Automat
Mercedes-Benz,Citan,7/2023,643 760 Kč,1 922 km,90 kW,Elektro,19.9 kWh/100km,Automat
Jeep,Avenger,5/2024,639 760 Kč,1 km,74 kW,Benzín,5.4 l/100km,Manuál
Škoda,Kamiq,7/2024,639 260 Kč,5 701 km,85 kW,Benzín,5 l/100km,Automat
Hyundai,Kona,6/2023,639 260 Kč,8 476 km,100 kW,Elektro,,Automat
BMW,X4,12/2015,638 760 Kč,124 900 km,225 kW,Benzín,8.1 l/100km,Automat
BMW,118,5/2023,637 260 Kč,16 500 km,103 kW,Benzín,5 l/100km,Manuál
Audi,A1,3/2025,633 260 Kč,1 km,81 kW,Benzín,4.9 l/100km,Automat
